Cells Transmitted,Success Probability
0,0.0
1,0.0
2,0.5
3,0.75
4,0.75
5,0.75
6,0.91
7,0.91
8,0.91
9,0.91
10,0.94
11,0.94
12,0.94
13,0.94
14,0.94
15,0.99
16,0.99
17,0.99
18,0.99
19,0.99
20,0.99
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
